id,file_name,sheet_name,title,text_length,created_at
e05d1d3b-996d-41dc-ad4a-623a5d40e8da,article_29,sheet_29,"Brazil’s president, Luiz Inácio Lula da Silva, has said he has “forbidden” one of Donald Trump’s advisers from visiting the South American country in retaliation for his health minister being denied a US visa.Darren Beattie, a far-right political strategist who was recently tapped for a senior advisory role on Brazil, had reportedly hoped to use a trip to the country to visit the former president Jair Bolsonaro, who is serving a 27-year sentence for plotting a coup to stop Lula taking power afte",713,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
a1225361-e50b-4eb2-9288-5f4aaa8c078d,article_28,sheet_28,"As soon as Oscar’s deportation flight landed at the La Lima airport in Honduras, he put on his baseball cap. On the airport shuttle toward the terminal, he pulled his cap even lower – trying to obscure his face at various police checkpoints.His parents picked him up in a car, and drove him to a lodging they had arranged for him – miles away from his family home. He has hardly stepped outside since. “Because I can’t trust anyone – not the authorities, not the government, not a police officer,” he",772,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
bc391a79-7899-44de-93ab-085ab21f543b,article_27,sheet_27,"The message from Ursula von der Leyen was blunt. “Europe can no longer be a custodian for the old-world order” and needs a “more realistic and interest-driven foreign policy”. In a major foreign policy speech this week, the European Commission president said the EU would always “defend and uphold the rules-based system” but in a precarious and chaotic world, that could no longer be relied upon. On the day she spoke, missiles were raining down on Tehran and southern Iran as the war entered its 10",526,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
bbd4d119-7dc4-4fff-9394-9efa2b215693,article_26,sheet_26,"The European Commission has warned it will cut funding for the Venice Biennale if organisers go ahead with plans to include Russia.The commission reiterated that any breach of ethical standards by the art festival would be treated as a violation of contract, leading to suspension of the €2m (£1.7m) agreement.Commission spokesperson Thomas Régnier said he could not pre-empt a decision from EU lawyers as to whether the contract had been broken, but stressed the decision to include Russia was not i",550,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
dca36ad7-9ae2-4ea7-b0a3-0a8ed5eb12ee,article_25,sheet_25,"In the shadow of Antwerp’s main arena, close to the city’s docklands, runs the Groot Schijn River. It was here that the body of Rita Roberts was discovered in June 1992, floating against the grate of a water treatment plant.She appeared to have been murdered, but Belgian police were unable to identify her. A tattoo of a black rose with green leaves and initials on her left arm was their only clue.Without knowing her name, police struggled for leads on who could have killed Roberts. Her case rema",729,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
375beb86-0d5c-4579-a78a-b3af10426bf6,article_24,sheet_24,"As a seven-year-old boy is treated for polio at a hospital in Malawi, the country has launched a major vaccination campaign to stem an outbreak of the disease.The effort in Malawi, one of the world’s poorest countries and badly hit by the aid cuts, has seen an astonishing 1.3 million children already vaccinated against the disease in just four days after emergency supplies were airlifted in by the World Health Organization (WHO) just over a week ago.Malawi declared the outbreak after the virus w",657,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
71c43ef3-d96c-4578-99f9-c66b93a13ae2,article_23,sheet_23,"A loud cheer and sounds of clapping reverberated around Bansilalpet, a neighbourhood in Hyderabad, when the first trickle of clean water dribbled out of the ground. After an 18-month effort to clear out 3,000 tonnes of rubbish and restore the stone walls and adjacent area, the 17th-century Bansilalpet stepwell had become a source of clean drinking water for the first time in four decades.“It was such a joyous moment to see water collecting into the stepwell after clearing 40 years of garbage,” s",658,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
301f0921-9e74-44a9-aa6b-75baf0a0e40e,article_22,sheet_22,"Weight-loss jabs such as Wegovy could be made for just $3 a month, according to new analysis, potentially making the treatment available to millions in poorer countries as patents expire.More than a billion people live with obesity worldwide, with rates rising fast in lower-income nations as they shift to westernised diets and more sedentary lifestyles.The World Health Organization designated semaglutide – sold to treat obesity under the brand name Wegovy, and diabetes under the brand name Ozemp",553,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
b45daed6-eada-4f03-9d6d-909acfd0a00b,article_21,sheet_21,"On my journey documenting environmental stories in Kenya, I attended the Africa Climate Summit in 2023. It ignited a deeper exploration into the lives of waste pickers, revealing a glaring omission in global recycling narratives: the invisibility of these essential workers.Living and working in Nairobi, I immersed myself in Dandora, the largest dump in Kenya, spanning more than 12 hectares (30 acres) near the Nairobi River and receiving an estimated 2,000 tonnes of industrial and domestic waste",506,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
bf3eb3ec-4c5e-4969-ae91-6ac13029a09c,article_20,sheet_20,"The highest human rights court in Latin America condemned Peru on Thursday over the death of its citizen Celia Ramos, who died at the age of 34 in 1997 after undergoing sterilisation “under coercion”.The landmark ruling by the inter-American court of human rights (IACHR) is the first on Peru’s forced sterilisation programme, which operated between 1996 and 2000 and was directed against poor, rural and Indigenous women.The court held the Peruvian state “internationally responsible” for the violat",616,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
b5b63796-412d-4008-bed8-7e819bfffd0d,article_19,sheet_19,"The rapid expansion of AI-powered mass-surveillance systems across Africa is violating citizens’ right to privacy and having a chilling effect on society, according to experts on human rights and emerging technologies.At least $2bn (£1.5bn) has been spent by 11 African governments on Chinese-built surveillance technology that recognises faces and monitors movements, according to a new report by the Institute of Development Studies, which warns that national security is being used to justify impl",546,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
9a65b411-443d-4c24-9f4a-2920bfe72861,article_18,sheet_18,"The “groundbreaking” inclusion of female incarceration in a global agreement on justice for women and girls adopted at the UN this week has been hailed by campaigners as an opportunity to bring about change for hundreds of thousands of women in prison around the world.The agreed conclusions of the 70th session of the Commission on the Status of Women (CSW70), being held this week and next at the UN headquarters in New York, explicitly mention “women in detention and in imprisonment”. They set ou",660,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
9bb48f2e-1ae3-4053-b222-4fa43b47ebd1,article_17,sheet_17,"In its current phase, the Israeli-US war against Iran and its proxies has become a proving ground for two competing concepts of military escalation, each of which threatens to become a trap.On one side, Donald Trump and Benjamin Netanyahu have failed thus far in their ill-defined and shifting strategic aims. Despite killing Iran’s supreme leader, Ali Khamenei, and other key leaders in the opening salvo of the campaign, the clerical regime remains and Iran’s stockpile of highly enriched uranium i",581,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
f937875b-a090-4d79-8823-7fb30fdeb558,article_16,sheet_16,"After pulling on white cotton gloves, Arthur Bondar carefully takes a handful of 4cm by 9cm negatives from an old cigarette box and holds them up to the light of his study window. Inverted images of a woman on a horse, a group of women tending cabbages in a field, laughing figures at the seaside, a woman posing as a military ship sails by, hover in front of him, almost ghostlike. Although they are tiny, he is able to make out key details such as the insignia on a uniform, or the name of a ship,",574,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
c2b0e1be-8bc0-4b64-afae-48b608838cf8,article_15,sheet_15,"Above the college workbench where Hannah Spencer has been training to be a plasterer, her fellow students recently added a sign: “Ministry of Plastering and Plumbing – Hannah Spencer MP”.Four weeks ago, the title might have felt faintly ridiculous to a 34-year-old plumber, who only entered politics in 2023. Now, it is very real after Spencer was elected as the first Green party MP in the north of England, overturning a large majority in a once-safe Labour seat in a win that could reshape British",528,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
cfbb725a-d559-4260-bbe9-da727acbea9f,article_14,sheet_14,"Campaigners have bemoaned the “achingly slow” progress made on gender equality at the top of Britain’s biggest businesses, as research showed blue-chip firms had missed key targets and there were only nine female bosses at FTSE 100 companies.The average number of female FTSE 100 chief executives did not move last year, according to the government-backed FTSE Women Leaders Review.They were Allison Kirkby at BT, Zoë Yujnovich at National Grid, Milena Mondini de Focatiis at Admiral, Stella David at",627,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
3481d575-89eb-4de3-8fcd-89cce8bf8568,article_13,sheet_13,"Plans to halve the attainment gap between the poorest pupils in England and their more affluent peers will be set out by the government on Monday.The schools white paper will detail proposals to change the criteria under which schools receive funding to support the most disadvantaged students.Disadvantage funding is now allocated based on how many pupils at a school receive free school meals – generally available to children from families with an annual income of less than £7,400.Labour wants to",620,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
74293e69-5d88-49f3-9fe9-270db9788d19,article_12,sheet_12,"British dual nationals who are EU citizens with post-Brexit settlement status in the UK will not have to use a British passport to return to the UK, the Home Office has said in a significant U-turn on its controversial dual national border rules.The change, which critics say was “hidden away” on a government web page, comes weeks after controversy erupted over the new rules that came into effect on 25 February. They require British dual nationals to present a British passport or certificate of e",758,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
29580a52-d50a-4200-9d31-6e8ab5ad8f75,article_11,sheet_11,"A Georgia prosecutor has decided to drop charges against a teenager who police say was driving the truck that struck and killed a beloved high school teacher when a prank turned deadly, the teen’s lawyer said. The victim’s family had urged authorities not to compound the tragedy by prosecuting the teen driver and his friends.The 40-year-old teacher, Jason Hughes, died after slipping and falling into the street as the teens started to drive away after participating in a community tradition of pra",561,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
b87c8889-9895-4df0-a680-190dab569205,article_10,sheet_10,"Peter Mandelson’s critics should remember that he is “still a human being”, Cherie Blair has said in an interview.Blair added that the former Labour minister was “entitled to a fair trial” after he was arrested on suspicion of misconduct in a public office. He denies criminal wrongdoing and has been released under investigation.Lord Mandelson, alongside Blair’s husband and former prime minister, Tony, was one of the driving forces behind New Labour and served in various government roles.He was s",667,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
c3a66ec0-cdb9-4fd9-91fb-3d197c7149a6,article_9,sheet_9,"Two people have died in Canada after donating plasma at a chain of clinics that has been under scrutiny by federal inspectors for failing to keep accurate records, screen donors or maintain its machines.While experts say the deaths are exceedingly rare, critics say Canada’s embrace of private companies to handle blood products reflects a “slow collapse of a system that has been the envy of the world”.Health Canada, the federal agency that regulates plasma clinics, said it had received reports fr",605,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
170f43d0-97f3-4f15-bc86-d617f71793b9,article_8,sheet_8,"King Charles has expressed concern over a simmering separatist movement in western Canada, according to Indigenous leaders who met the head of state at Buckingham Palace.Members of the Confederacy of Treaty Six First Nations travelled to London from their territories in the province of Alberta to raise the alarm over the secessionist movement, arguing that it ignores key agreements signed between First Nations and the crown nearly 150 years ago.Joey Pete, Sunchild First Nation’s grand chief, sai",711,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
48edfcb9-e027-4512-a57d-55600c6efce4,article_7,sheet_7,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F",681,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
431196bf-f27c-4bef-b590-f321d447c318,article_6,sheet_6,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie",573,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
497e3abe-e323-4589-9d3f-f9ff48c08f68,article_5,sheet_5,"Scrunched between luxury apartment buildings and a lush gated community, the neighborhood of Santa Lucía Reacomodo in Mexico City is a working-class pocket of real estate. Electrical wires tangle above cinder-block houses, stray cats slink down narrow streets, debris piles up on the pavement.María del Socorro Corona, 79, arrived here decades ago, back when it was just a cactus-covered hillside. The two-bedroom turquoise house she built with her now-deceased husband is crammed with bags of clothe",548,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,article_4,sheet_4,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce",633,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
6c4c0f35-2d4f-4f11-ae8b-1e0cec1d96c3,article_3,sheet_3,"A sacred artefact looted by French colonial authorities more than a century ago has been returned to Côte d’Ivoire in one of the most significant cultural restitutions to a former French colony in years.The Djidji Ayôkwé, a talking drum confiscated in 1916 by French administrators, landed at 8.45am on Friday at the airport in Port Bouët on the outskirts of the economic capital, Abidjan. It was handed over to Ivorian officials in Paris earlier this month after being removed from the Quai Branly –",523,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
fad59d89-171d-4854-9489-a95c0f326ccc,article_2,sheet_2,"Nasa has said the long-delayed launch of Artemis II, the first crewed flyby mission to the moon in more than 50 years, could happen as soon as 1 April.“We are on track for a launch as early as April 1, and we are working toward that date,” Lori Glaze, a senior Nasa official, told a press conference on Thursday. Technical difficulties delayed a launch originally expected in February.",385,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
10163d8e-43af-4f76-a34b-41b3d2f47f3b,article_1,sheet_1,"Australian federal and state government subsidies that encourage fossil fuel use and help drive the climate crisis will reach $16.3bn this year after leaping by nearly 10%, according to a new analysis.It found federal and state governments will pay or forgo the equivalent of $31,020 each minute in 2025-26 to subsidise companies producing and using coal, gas and especially oil, mostly in the form of diesel.",409,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)
72197e86-e063-4c44-99eb-e2499767257d,article_0,sheet_0,"Greenhouse gas emissions in Germany have again missed targets set by the Climate Protection Act and barely fell at all in 2025.Emissions decreased by just 0.1% last year compared to the previous year, according to data from the German Environment Agency.The country’s emissions in 2025 were equivalent to 649m tonnes of CO2, worse than those forecast by the expert group Agora Energiewende, which anticipated a 1.5% drop year-on-year.Everything is a political weapon since Trump’s re-election, says G",591,Tue Mar 17 2026 21:05:19 GMT+0100 (Central European Standard Time)