id,user_id,score,created_at,ended_at,adj_correct,adj_guesses,adj_score_before_guess,func_correct,func_guesses,func_score_before_guess,noun_correct,noun_guesses,noun_score_before_guess,num_correct,num_guesses,num_score_before_guess,propn_correct,propn_guesses,propn_score_before_guess,verb_correct,verb_guesses,verb_score_before_guess,guessed_words
167,8,400,1773756169902,1773756251543,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""policy"", ""part_of_speech"": ""3333""}, {""word"": ""in"", ""part_of_speech"": ""2222""}, {""word"": ""dangerous"", ""part_of_speech"": ""1111""}, {""word"": ""uncertain"", ""part_of_speech"": ""1111""}, {""word"": ""violent"", ""part_of_speech"": ""1111""}, {""word"": ""difficult"", ""part_of_speech"": ""1111""}, {""word"": ""divided"", ""part_of_speech"": ""1111""}, {""word"": ""spoke"", ""part_of_speech"": ""6666""}, {""word"": ""iran"", ""part_of_speech"": ""5555""}]"
166,8,600,1773756004343,1773756160867,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""american"", ""part_of_speech"": ""1111""}, {""word"": ""us"", ""part_of_speech"": ""1111""}, {""word"": ""man"", ""part_of_speech"": ""1111""}, {""word"": ""human"", ""part_of_speech"": ""1111""}, {""word"": ""only"", ""part_of_speech"": ""1111""}, {""word"": ""first"", ""part_of_speech"": ""1111""}, {""word"": ""2028"", ""part_of_speech"": ""4444""}, {""word"": ""2027"", ""part_of_speech"": ""4444""}, {""word"": ""2030"", ""part_of_speech"": ""4444""}, {""word"": ""2029"", ""part_of_speech"": ""4444""}, {""word"": ""2031"", ""part_of_speech"": ""4444""}, {""word"": ""next"", ""part_of_speech"": ""4444""}, {""word"": ""15"", ""part_of_speech"": ""4444""}, {""word"": ""1"", ""part_of_speech"": ""4444""}, {""word"": ""on"", ""part_of_speech"": ""2222""}, {""word"": ""preparing"", ""part_of_speech"": ""6666""}, {""word"": ""prepping"", ""part_of_speech"": ""6666""}, {""word"": ""working"", ""part_of_speech"": ""6666""}, {""word"": ""press"", ""part_of_speech"": ""3333""}, {""word"": ""march"", ""part_of_speech"": ""5555""}, {""word"": ""april"", ""part_of_speech"": ""5555""}]"
165,6,0,1773755659823,1773755660609,0,,,0,,,0,,,0,,,0,,,0,,,[]
164,6,0,1773755658220,1773755659769,0,,,0,,,0,,,0,,,0,,,0,,,[]
163,6,0,1773755656506,1773755658183,0,,,0,,,0,,,0,,,0,,,0,,,[]
162,6,500,1773755493932,1773755656334,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""by"", ""part_of_speech"": ""2222""}, {""word"": ""to"", ""part_of_speech"": ""2222""}, {""word"": ""towards"", ""part_of_speech"": ""2222""}, {""word"": ""on"", ""part_of_speech"": ""2222""}, {""word"": ""wounded"", ""part_of_speech"": ""6666""}, {""word"": ""head"", ""part_of_speech"": ""3333""}, {""word"": ""director"", ""part_of_speech"": ""3333""}, {""word"": ""five"", ""part_of_speech"": ""4444""}, {""word"": ""six"", ""part_of_speech"": ""4444""}, {""word"": ""seven"", ""part_of_speech"": ""4444""}, {""word"": ""eight"", ""part_of_speech"": ""4444""}, {""word"": ""nine"", ""part_of_speech"": ""4444""}, {""word"": ""ten"", ""part_of_speech"": ""4444""}, {""word"": ""four"", ""part_of_speech"": ""4444""}, {""word"": ""three"", ""part_of_speech"": ""4444""}, {""word"": ""explosive"", ""part_of_speech"": ""1111""}, {""word"": ""khartum"", ""part_of_speech"": ""5555""}]"
161,6,400,1773755310063,1773755490190,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""of"", ""part_of_speech"": ""2222""}, {""word"": ""in"", ""part_of_speech"": ""2222""}, {""word"": ""at"", ""part_of_speech"": ""2222""}, {""word"": ""after"", ""part_of_speech"": ""2222""}, {""word"": ""to"", ""part_of_speech"": ""2222""}, {""word"": ""from"", ""part_of_speech"": ""2222""}, {""word"": ""between"", ""part_of_speech"": ""2222""}, {""word"": ""beyond"", ""part_of_speech"": ""2222""}, {""word"": ""below"", ""part_of_speech"": ""2222""}, {""word"": ""under"", ""part_of_speech"": ""2222""}, {""word"": ""pulled"", ""part_of_speech"": ""6666""}, {""word"": ""2"", ""part_of_speech"": ""4444""}, {""word"": ""1"", ""part_of_speech"": ""4444""}, {""word"": ""3"", ""part_of_speech"": ""4444""}, {""word"": ""5"", ""part_of_speech"": ""4444""}, {""word"": ""4"", ""part_of_speech"": ""4444""}, {""word"": ""five"", ""part_of_speech"": ""4444""}, {""word"": ""one"", ""part_of_speech"": ""4444""}, {""word"": ""two"", ""part_of_speech"": ""4444""}, {""word"": ""three"", ""part_of_speech"": ""4444""}, {""word"": ""cover"", ""part_of_speech"": ""3333""}, {""word"": ""young"", ""part_of_speech"": ""1111""}]"
160,6,400,1773755123835,1773755303824,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""10"", ""part_of_speech"": ""4444""}, {""word"": ""4"", ""part_of_speech"": ""4444""}, {""word"": ""5"", ""part_of_speech"": ""4444""}, {""word"": ""6"", ""part_of_speech"": ""4444""}, {""word"": ""7"", ""part_of_speech"": ""4444""}, {""word"": ""8"", ""part_of_speech"": ""4444""}, {""word"": ""9"", ""part_of_speech"": ""4444""}, {""word"": ""lamp"", ""part_of_speech"": ""3333""}, {""word"": ""window"", ""part_of_speech"": ""3333""}, {""word"": ""in"", ""part_of_speech"": ""2222""}, {""word"": ""able"", ""part_of_speech"": ""1111""}, {""word"": ""putting"", ""part_of_speech"": ""6666""}, {""word"": ""getting"", ""part_of_speech"": ""6666""}, {""word"": ""donning"", ""part_of_speech"": ""6666""}, {""word"": ""making"", ""part_of_speech"": ""6666""}, {""word"": ""shedding"", ""part_of_speech"": ""6666""}]"
159,6,100,1773755119752,1773755123720,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""middle"", ""part_of_speech"": ""1111""}, {""word"": ""first"", ""part_of_speech"": ""1111""}, {""word"": ""lower"", ""part_of_speech"": ""1111""}, {""word"": ""40"", ""part_of_speech"": ""4444""}, {""word"": ""50"", ""part_of_speech"": ""4444""}, {""word"": ""20"", ""part_of_speech"": ""4444""}, {""word"": ""lives in"", ""part_of_speech"": ""6666""}, {""word"": ""with"", ""part_of_speech"": ""2222""}]"
158,6,200,1773754887919,1773754905308,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""cut"", ""part_of_speech"": ""6666""}, {""word"": ""it"", ""part_of_speech"": ""3333""}, {""word"": ""they"", ""part_of_speech"": ""3333""}, {""word"": ""plans"", ""part_of_speech"": ""3333""}, {""word"": ""projects"", ""part_of_speech"": ""3333""}, {""word"": ""policy"", ""part_of_speech"": ""1111""}, {""word"": ""political"", ""part_of_speech"": ""1111""}, {""word"": ""1.5"", ""part_of_speech"": ""4444""}, {""word"": ""in"", ""part_of_speech"": ""2222""}]"
157,6,100,1773739600420,1773739780043,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""western"", ""part_of_speech"": ""1111""}]"
156,6,0,1773739597960,1773739600310,0,,,0,,,0,,,0,,,0,,,0,,,[]
155,6,0,1773739448927,1773739450903,0,,,0,,,0,,,0,,,0,,,0,,,[]
154,6,0,1773739442922,1773739448878,0,,,0,,,0,,,0,,,0,,,0,,,[]
153,6,100,1773739357714,1773739442805,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""killed"", ""part_of_speech"": ""6666""}, {""word"": ""injured"", ""part_of_speech"": ""6666""}, {""word"": ""shot"", ""part_of_speech"": ""6666""}, {""word"": ""wounded"", ""part_of_speech"": ""6666""}]"
152,1,0,1773682899140,1773682905238,0,,,0,,,0,,,0,,,0,,,0,,,[]
151,1,200,1773621786259,1773621966376,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""on"", ""part_of_speech"": ""2222""}, {""word"": ""school"", ""part_of_speech"": ""6666""}, {""word"": ""head"", ""part_of_speech"": ""6666""}, {""word"": ""former"", ""part_of_speech"": ""6666""}, {""word"": ""other"", ""part_of_speech"": ""6666""}, {""word"": ""fellow"", ""part_of_speech"": ""6666""}, {""word"": ""new"", ""part_of_speech"": ""6666""}, {""word"": ""old"", ""part_of_speech"": ""6666""}, {""word"": ""young"", ""part_of_speech"": ""6666""}, {""word"": ""friendly"", ""part_of_speech"": ""6666""}, {""word"": ""40"", ""part_of_speech"": ""4444""}, {""word"": ""car"", ""part_of_speech"": ""3333""}, {""word"": ""students"", ""part_of_speech"": ""3333""}, {""word"": ""pupils"", ""part_of_speech"": ""3333""}, {""word"": ""pranksters"", ""part_of_speech"": ""3333""}, {""word"": ""kids"", ""part_of_speech"": ""3333""}, {""word"": ""children"", ""part_of_speech"": ""3333""}, {""word"": ""teenagers"", ""part_of_speech"": ""3333""}, {""word"": ""former"", ""part_of_speech"": ""1111""}, {""word"": ""male"", ""part_of_speech"": ""1111""}, {""word"": ""female"", ""part_of_speech"": ""1111""}, {""word"": ""young"", ""part_of_speech"": ""1111""}, {""word"": ""popular"", ""part_of_speech"": ""1111""}]"
150,1,0,1773621714706,1773621719659,0,,,0,,,0,,,0,,,0,,,0,,,[]
149,1,0,1773621639033,1773621643376,0,,,0,,,0,,,0,,,0,,,0,,,[]
148,1,0,1773621637786,1773621638990,0,,,0,,,0,,,0,,,0,,,0,,,[]
147,2,600,1773618384726,1773618414369,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""human"", ""part_of_speech"": ""1111""}, {""word"": ""in"", ""part_of_speech"": ""2222""}, {""word"": ""stated"", ""part_of_speech"": ""6666""}, {""word"": ""added"", ""part_of_speech"": ""6666""}, {""word"": ""britain"", ""part_of_speech"": ""5555""}, {""word"": ""conviction"", ""part_of_speech"": ""3333""}, {""word"": ""2008"", ""part_of_speech"": ""4444""}]"
146,2,0,1773618383944,1773618384687,0,,,0,,,0,,,0,,,0,,,0,,,[]
145,2,0,1773618382810,1773618383906,0,,,0,,,0,,,0,,,0,,,0,,,[]
144,2,0,1773618381815,1773618382774,0,,,0,,,0,,,0,,,0,,,0,,,[]
143,2,0,1773618380364,1773618381775,0,,,0,,,0,,,0,,,0,,,0,,,[]
142,2,0,1773618379223,1773618380328,0,,,0,,,0,,,0,,,0,,,0,,,[]
141,2,0,1773618378222,1773618379181,0,,,0,,,0,,,0,,,0,,,0,,,[]
140,2,0,1773618377143,1773618378183,0,,,0,,,0,,,0,,,0,,,0,,,[]
139,2,0,1773618376041,1773618377101,0,,,0,,,0,,,0,,,0,,,0,,,[]
138,2,0,1773618375145,1773618376004,0,,,0,,,0,,,0,,,0,,,0,,,[]
137,2,0,1773618374229,1773618375106,0,,,0,,,0,,,0,,,0,,,0,,,[]
136,2,0,1773618373328,1773618374189,0,,,0,,,0,,,0,,,0,,,0,,,[]
135,2,0,1773618372411,1773618373290,0,,,0,,,0,,,0,,,0,,,0,,,[]
134,2,0,1773618371584,1773618372375,0,,,0,,,0,,,0,,,0,,,0,,,[]
133,2,0,1773618370599,1773618371549,0,,,0,,,0,,,0,,,0,,,0,,,[]
132,2,0,1773618369622,1773618370560,0,,,0,,,0,,,0,,,0,,,0,,,[]
131,2,0,1773618368739,1773618369580,0,,,0,,,0,,,0,,,0,,,0,,,[]
130,2,0,1773618367872,1773618368701,0,,,0,,,0,,,0,,,0,,,0,,,[]
129,2,0,1773618367093,1773618367835,0,,,0,,,0,,,0,,,0,,,0,,,[]
128,2,0,1773618366208,1773618367054,0,,,0,,,0,,,0,,,0,,,0,,,[]
127,2,0,1773618365255,1773618366170,0,,,0,,,0,,,0,,,0,,,0,,,[]
126,2,0,1773618364125,1773618365220,0,,,0,,,0,,,0,,,0,,,0,,,[]
125,2,0,1773618362747,1773618364090,0,,,0,,,0,,,0,,,0,,,0,,,[]
124,2,0,1773618361662,1773618362707,0,,,0,,,0,,,0,,,0,,,0,,,[]
123,2,0,1773618360751,1773618361626,0,,,0,,,0,,,0,,,0,,,0,,,[]
122,2,0,1773618359413,1773618360711,0,,,0,,,0,,,0,,,0,,,0,,,[]
121,2,0,1773618358686,1773618359379,0,,,0,,,0,,,0,,,0,,,0,,,[]
120,2,0,1773618357723,1773618358648,0,,,0,,,0,,,0,,,0,,,0,,,[]
119,2,0,1773618356624,1773618357683,0,,,0,,,0,,,0,,,0,,,0,,,[]
118,2,0,1773618355640,1773618356584,0,,,0,,,0,,,0,,,0,,,0,,,[]
117,2,0,1773618354064,1773618355603,0,,,0,,,0,,,0,,,0,,,0,,,[]
116,2,0,1773618352911,1773618354025,0,,,0,,,0,,,0,,,0,,,0,,,[]
115,2,0,1773618350367,1773618352872,0,,,0,,,0,,,0,,,0,,,0,,,[]
114,2,0,1773618349372,1773618350328,0,,,0,,,0,,,0,,,0,,,0,,,[]
113,2,0,1773618348389,1773618349329,0,,,0,,,0,,,0,,,0,,,0,,,[]
112,2,0,1773618347341,1773618348348,0,,,0,,,0,,,0,,,0,,,0,,,[]
111,2,0,1773618346357,1773618347299,0,,,0,,,0,,,0,,,0,,,0,,,[]
110,2,0,1773618345542,1773618346317,0,,,0,,,0,,,0,,,0,,,0,,,[]
109,2,0,1773618344460,1773618345503,0,,,0,,,0,,,0,,,0,,,0,,,[]
108,2,0,1773618343061,1773618344421,0,,,0,,,0,,,0,,,0,,,0,,,[]
107,2,0,1773618342294,1773618343027,0,,,0,,,0,,,0,,,0,,,0,,,[]
106,2,0,1773618341284,1773618342255,0,,,0,,,0,,,0,,,0,,,0,,,[]
105,2,0,1773618340236,1773618341243,0,,,0,,,0,,,0,,,0,,,0,,,[]
104,2,0,1773618339397,1773618340195,0,,,0,,,0,,,0,,,0,,,0,,,[]
103,2,0,1773618338730,1773618339360,0,,,0,,,0,,,0,,,0,,,0,,,[]
102,2,0,1773618337846,1773618338694,0,,,0,,,0,,,0,,,0,,,0,,,[]
101,2,0,1773618336850,1773618337813,0,,,0,,,0,,,0,,,0,,,0,,,[]
100,2,0,1773618336485,1773618336815,0,,,0,,,0,,,0,,,0,,,0,,,[]
99,2,0,1773618334255,1773618335002,0,,,0,,,0,,,0,,,0,,,0,,,[]
98,2,0,1773618333376,1773618334219,0,,,0,,,0,,,0,,,0,,,0,,,[]
97,2,0,1773618331412,1773618333338,0,,,0,,,0,,,0,,,0,,,0,,,[]
96,2,0,1773618329766,1773618330783,0,,,0,,,0,,,0,,,0,,,0,,,[]
95,2,0,1773618328906,1773618329728,0,,,0,,,0,,,0,,,0,,,0,,,[]
94,2,0,1773618328033,1773618328865,0,,,0,,,0,,,0,,,0,,,0,,,[]
93,2,0,1773618326991,1773618327995,0,,,0,,,0,,,0,,,0,,,0,,,[]
92,2,0,1773618325940,1773618326952,0,,,0,,,0,,,0,,,0,,,0,,,[]
91,2,0,1773618324872,1773618325901,0,,,0,,,0,,,0,,,0,,,0,,,[]
90,2,0,1773618324011,1773618324834,0,,,0,,,0,,,0,,,0,,,0,,,[]
89,2,0,1773618320675,1773618323970,0,,,0,,,0,,,0,,,0,,,0,,,[]
88,2,0,1773618320032,1773618320642,0,,,0,,,0,,,0,,,0,,,0,,,[]
87,2,0,1773618319322,1773618320000,0,,,0,,,0,,,0,,,0,,,0,,,[]
86,2,0,1773618318452,1773618319279,0,,,0,,,0,,,0,,,0,,,0,,,[]
85,2,0,1773618317671,1773618318413,0,,,0,,,0,,,0,,,0,,,0,,,[]
84,2,0,1773618316797,1773618317631,0,,,0,,,0,,,0,,,0,,,0,,,[]
83,2,0,1773618315530,1773618316763,0,,,0,,,0,,,0,,,0,,,0,,,[]
82,2,0,1773618314687,1773618315492,0,,,0,,,0,,,0,,,0,,,0,,,[]
81,2,0,1773618313866,1773618314651,0,,,0,,,0,,,0,,,0,,,0,,,[]
80,2,0,1773618313163,1773618313834,0,,,0,,,0,,,0,,,0,,,0,,,[]
79,2,0,1773618312553,1773618313131,0,,,0,,,0,,,0,,,0,,,0,,,[]
78,2,0,1773618310921,1773618312521,0,,,0,,,0,,,0,,,0,,,0,,,[]
77,2,0,1773618310008,1773618310876,0,,,0,,,0,,,0,,,0,,,0,,,[]
76,2,0,1773618309379,1773618309974,0,,,0,,,0,,,0,,,0,,,0,,,[]
75,2,0,1773618308923,1773618309343,0,,,0,,,0,,,0,,,0,,,0,,,[]
74,2,0,1773618308285,1773618308879,0,,,0,,,0,,,0,,,0,,,0,,,[]
73,2,0,1773618307279,1773618308245,0,,,0,,,0,,,0,,,0,,,0,,,[]
72,2,0,1773618306571,1773618307247,0,,,0,,,0,,,0,,,0,,,0,,,[]
71,2,0,1773618305731,1773618306530,0,,,0,,,0,,,0,,,0,,,0,,,[]
70,2,0,1773618305124,1773618305702,0,,,0,,,0,,,0,,,0,,,0,,,[]
69,2,0,1773618304485,1773618305081,0,,,0,,,0,,,0,,,0,,,0,,,[]
68,2,0,1773618303806,1773618304449,0,,,0,,,0,,,0,,,0,,,0,,,[]
67,2,0,1773618303092,1773618303770,0,,,0,,,0,,,0,,,0,,,0,,,[]
66,2,0,1773618302021,1773618303052,0,,,0,,,0,,,0,,,0,,,0,,,[]
65,2,0,1773618301518,1773618301988,0,,,0,,,0,,,0,,,0,,,0,,,[]
64,2,0,1773618300575,1773618301485,0,,,0,,,0,,,0,,,0,,,0,,,[]
63,2,0,1773618300100,1773618300540,0,,,0,,,0,,,0,,,0,,,0,,,[]
62,2,0,1773618299610,1773618300060,0,,,0,,,0,,,0,,,0,,,0,,,[]
61,2,0,1773618299082,1773618299574,0,,,0,,,0,,,0,,,0,,,0,,,[]
60,2,0,1773618298477,1773618299044,0,,,0,,,0,,,0,,,0,,,0,,,[]
59,2,0,1773618297931,1773618298444,0,,,0,,,0,,,0,,,0,,,0,,,[]
58,2,0,1773618297406,1773618297895,0,,,0,,,0,,,0,,,0,,,0,,,[]
57,2,0,1773618296969,1773618297365,0,,,0,,,0,,,0,,,0,,,0,,,[]
56,2,0,1773618295717,1773618296928,0,,,0,,,0,,,0,,,0,,,0,,,[]
55,2,0,1773618295198,1773618295681,0,,,0,,,0,,,0,,,0,,,0,,,[]
54,2,0,1773618294581,1773618295165,0,,,0,,,0,,,0,,,0,,,0,,,[]
53,2,0,1773618294040,1773618294549,0,,,0,,,0,,,0,,,0,,,0,,,[]
52,2,0,1773618293531,1773618294012,0,,,0,,,0,,,0,,,0,,,0,,,[]
51,2,0,1773618293111,1773618293498,0,,,0,,,0,,,0,,,0,,,0,,,[]
50,2,0,1773618292691,1773618293072,0,,,0,,,0,,,0,,,0,,,0,,,[]
49,2,0,1773618292255,1773618292655,0,,,0,,,0,,,0,,,0,,,0,,,[]
48,2,0,1773618291727,1773618292219,0,,,0,,,0,,,0,,,0,,,0,,,[]
47,2,0,1773618290502,1773618291688,0,,,0,,,0,,,0,,,0,,,0,,,[]
46,2,0,1773618290102,1773618290470,0,,,0,,,0,,,0,,,0,,,0,,,[]
45,2,0,1773618289709,1773618290061,0,,,0,,,0,,,0,,,0,,,0,,,[]
44,2,0,1773618289366,1773618289677,0,,,0,,,0,,,0,,,0,,,0,,,[]
43,2,0,1773618288983,1773618289324,0,,,0,,,0,,,0,,,0,,,0,,,[]
42,2,0,1773618288579,1773618288951,0,,,0,,,0,,,0,,,0,,,0,,,[]
41,2,0,1773618288234,1773618288545,0,,,0,,,0,,,0,,,0,,,0,,,[]
40,2,0,1773618287869,1773618288193,0,,,0,,,0,,,0,,,0,,,0,,,[]
39,2,0,1773618287531,1773618287836,0,,,0,,,0,,,0,,,0,,,0,,,[]
38,2,0,1773618287130,1773618287499,0,,,0,,,0,,,0,,,0,,,0,,,[]
37,2,0,1773618286817,1773618287097,0,,,0,,,0,,,0,,,0,,,0,,,[]
36,2,0,1773618286458,1773618286780,0,,,0,,,0,,,0,,,0,,,0,,,[]
35,2,0,1773618286170,1773618286428,0,,,0,,,0,,,0,,,0,,,0,,,[]
34,2,0,1773618285850,1773618286129,0,,,0,,,0,,,0,,,0,,,0,,,[]
33,2,0,1773618285547,1773618285819,0,,,0,,,0,,,0,,,0,,,0,,,[]
32,2,0,1773618285268,1773618285512,0,,,0,,,0,,,0,,,0,,,0,,,[]
31,2,0,1773618284971,1773618285232,0,,,0,,,0,,,0,,,0,,,0,,,[]
30,2,0,1773618284630,1773618284931,0,,,0,,,0,,,0,,,0,,,0,,,[]
29,2,0,1773618284228,1773618284598,0,,,0,,,0,,,0,,,0,,,0,,,[]
28,2,0,1773618283868,1773618284187,0,,,0,,,0,,,0,,,0,,,0,,,[]
27,2,0,1773618282878,1773618283834,0,,,0,,,0,,,0,,,0,,,0,,,[]
26,2,0,1773618282308,1773618282839,0,,,0,,,0,,,0,,,0,,,0,,,[]
25,2,0,1773618281282,1773618282271,0,,,0,,,0,,,0,,,0,,,0,,,[]
24,2,0,1773618275473,1773618281188,0,,,0,,,0,,,0,,,0,,,0,,,[]
23,2,500,1773617904978,1773618084615,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""her"", ""part_of_speech"": ""2222""}, {""word"": ""years"", ""part_of_speech"": ""3333""}, {""word"": ""year"", ""part_of_speech"": ""3333""}, {""word"": ""2000"", ""part_of_speech"": ""4444""}, {""word"": ""2025"", ""part_of_speech"": ""4444""}, {""word"": ""2024"", ""part_of_speech"": ""4444""}, {""word"": ""2023"", ""part_of_speech"": ""4444""}, {""word"": ""uk"", ""part_of_speech"": ""1111""}, {""word"": ""british"", ""part_of_speech"": ""1111""}, {""word"": ""come"", ""part_of_speech"": ""1111""}, {""word"": ""mp"", ""part_of_speech"": ""5555""}, {""word"": ""mpp"", ""part_of_speech"": ""5555""}, {""word"": ""m"", ""part_of_speech"": ""5555""}, {""word"": ""m.p.p"", ""part_of_speech"": ""5555""}, {""word"": ""mopp"", ""part_of_speech"": ""5555""}, {""word"": ""mopep"", ""part_of_speech"": ""5555""}, {""word"": ""mopap"", ""part_of_speech"": ""5555""}]"
22,2,0,1773617895836,1773617904938,0,,,0,,,0,,,0,,,0,,,0,,,[]
21,2,0,1773617879415,1773617895735,0,,,0,,,0,,,0,,,0,,,0,,,[]
20,1,0,1773613899010,1773613902321,0,,,0,,,0,,,0,,,0,,,0,,,[]
19,1,0,1773613898633,1773613898963,0,,,0,,,0,,,0,,,0,,,0,,,[]
18,1,0,1773613898266,1773613898585,0,,,0,,,0,,,0,,,0,,,0,,,[]
17,1,0,1773613897750,1773613898218,0,,,0,,,0,,,0,,,0,,,0,,,[]
16,1,0,1773613897486,1773613897704,0,,,0,,,0,,,0,,,0,,,0,,,[]
15,1,0,1773613897114,1773613897435,0,,,0,,,0,,,0,,,0,,,0,,,[]
14,1,0,1773613896694,1773613897065,0,,,0,,,0,,,0,,,0,,,0,,,[]
13,1,0,1773613896233,1773613896647,0,,,0,,,0,,,0,,,0,,,0,,,[]
12,1,0,1773613895550,1773613896181,0,,,0,,,0,,,0,,,0,,,0,,,[]
11,1,0,1773613894361,1773613895506,0,,,0,,,0,,,0,,,0,,,0,,,[]
10,1,0,1773613893970,1773613894313,0,,,0,,,0,,,0,,,0,,,0,,,[]
9,1,0,1773613893491,1773613893922,0,,,0,,,0,,,0,,,0,,,0,,,[]
8,1,0,1773613893010,1773613893443,0,,,0,,,0,,,0,,,0,,,0,,,[]
7,1,0,1773613892191,1773613892964,0,,,0,,,0,,,0,,,0,,,0,,,[]
6,1,0,1773613885295,1773613892156,0,,,0,,,0,,,0,,,0,,,0,,,[]
5,1,0,1773606748431,1773607102604,0,,,0,,,0,,,0,,,0,,,0,,,[]
4,1,0,1773604354046,1773604355916,0,,,0,,,0,,,0,,,0,,,0,,,[]
3,1,400,1773604212208,1773604315871,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""brazil"", ""part_of_speech"": ""5555""}, {""word"": ""called"", ""part_of_speech"": ""6666""}, {""word"": ""in"", ""part_of_speech"": ""2222""}, {""word"": ""before"", ""part_of_speech"": ""2222""}, {""word"": ""during"", ""part_of_speech"": ""2222""}, {""word"": ""after"", ""part_of_speech"": ""2222""}, {""word"": ""many"", ""part_of_speech"": ""4444""}, {""word"": ""most"", ""part_of_speech"": ""4444""}, {""word"": ""all"", ""part_of_speech"": ""4444""}, {""word"": ""4"", ""part_of_speech"": ""4444""}, {""word"": ""3"", ""part_of_speech"": ""4444""}, {""word"": ""2"", ""part_of_speech"": ""4444""}, {""word"": ""1"", ""part_of_speech"": ""4444""}, {""word"": ""5"", ""part_of_speech"": ""4444""}, {""word"": ""6"", ""part_of_speech"": ""4444""}, {""word"": ""7"", ""part_of_speech"": ""4444""}, {""word"": ""11"", ""part_of_speech"": ""4444""}, {""word"": ""12"", ""part_of_speech"": ""4444""}, {""word"": ""four"", ""part_of_speech"": ""4444""}, {""word"": ""five"", ""part_of_speech"": ""4444""}, {""word"": ""si"", ""part_of_speech"": ""4444""}, {""word"": ""seven"", ""part_of_speech"": ""4444""}, {""word"": ""eight"", ""part_of_speech"": ""4444""}, {""word"": ""nine"", ""part_of_speech"": ""4444""}, {""word"": ""ten"", ""part_of_speech"": ""4444""}, {""word"": ""19"", ""part_of_speech"": ""4444""}, {""word"": ""20"", ""part_of_speech"": ""4444""}, {""word"": ""aides"", ""part_of_speech"": ""3333""}, {""word"": ""aids"", ""part_of_speech"": ""3333""}, {""word"": ""personnel"", ""part_of_speech"": ""3333""}, {""word"": ""staff"", ""part_of_speech"": ""3333""}, {""word"": ""cabinet"", ""part_of_speech"": ""3333""}, {""word"": ""senior"", ""part_of_speech"": ""1111""}]"
2,1,400,1773600826545,1773601006807,0,,,0,,,0,,,0,,,0,,,0,,,"[{""word"": ""audes"", ""part_of_speech"": ""3333""}, {""word"": ""aides"", ""part_of_speech"": ""3333""}, {""word"": ""assistants"", ""part_of_speech"": ""3333""}, {""word"": ""ministers"", ""part_of_speech"": ""3333""}, {""word"": ""secretaries"", ""part_of_speech"": ""3333""}, {""word"": ""cabinet"", ""part_of_speech"": ""3333""}, {""word"": ""team"", ""part_of_speech"": ""3333""}, {""word"": ""during"", ""part_of_speech"": ""2222""}, {""word"": ""after"", ""part_of_speech"": ""2222""}, {""word"": ""befire"", ""part_of_speech"": ""2222""}, {""word"": ""before"", ""part_of_speech"": ""2222""}, {""word"": ""called"", ""part_of_speech"": ""6666""}, {""word"": ""lula"", ""part_of_speech"": ""5555""}, {""word"": ""brazil"", ""part_of_speech"": ""5555""}, {""word"": ""senior"", ""part_of_speech"": ""1111""}]"
1,1,0,1773600649962,1773600657966,0,,,0,,,0,,,0,,,0,,,0,,,[]
